loan_id,issue_date,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,fico_score,revol_util,total_pymnt,loan_status
7135,2018-07-01,10000,10000,60 months,13.52,230.2,C,2 years,OWN,31742,debt_consolidation,NY,26.03,599,50.66,13382.97,0
7136,2015-03-01,30000,30000,36 months,16.16,1057.08,D,7 years,MORTGAGE,257542,other,FL,28.93,718,6.65,7831.6,1
7137,2015-10-01,5000,5000,60 months,22.83,140.46,E,2 years,MORTGAGE,112008,medical,CA,44.25,697,17.16,6108.95,0
7138,2018-12-01,25000,25000,60 months,14.73,591.21,C,< 1 year,OTHER,55176,home_improvement,TX,25.05,663,51.57,33528.47,0
7139,2018-06-01,20000,20000,60 months,16.64,493.19,D,6 years,OWN,120570,credit_card,OH,19.51,629,44.97,10071.42,1
7140,2017-07-01,20000,20000,36 months,6.18,610.07,A,1 year,MORTGAGE,33355,debt_consolidation,PA,28.8,705,62.72,27009.65,0
7141,2016-04-01,5000,5000,36 months,24.8,198.27,F,3 years,RENT,41524,major_purchase,GA,43.81,614,51.89,1248.82,1
7142,2015-11-01,30000,30000,60 months,6.41,585.72,A,3 years,RENT,64726,other,TX,43.58,645,53.5,38266.25,0
7143,2017-04-01,25000,25000,36 months,18.9,915.14,D,10+ years,RENT,32362,other,GA,9.96,822,71.57,34907.7,0
7144,2015-12-01,15000,15000,60 months,11.43,329.36,B,1 year,MORTGAGE,22683,other,MI,37.38,736,9.87,18221.66,0
7145,2018-02-01,15000,15000,60 months,27.35,461.17,F,8 years,MORTGAGE,27922,credit_card,IL,18.79,785,41.08,7575.5,1
7146,2018-01-01,10000,10000,36 months,19.56,369.4,D,6 years,RENT,43564,other,GA,40.08,720,35.81,2047.58,1
7147,2015-04-01,10000,10000,36 months,18.14,362.23,D,< 1 year,OWN,64964,medical,TX,36.46,658,21.49,12808.55,0
7148,2018-06-01,15000,15000,36 months,8.25,471.78,B,5 years,OTHER,40025,other,NY,27.33,838,51.69,19357.89,0
7149,2017-05-01,5000,5000,36 months,11.16,164.07,B,6 years,RENT,18326,debt_consolidation,GA,41.85,762,49.66,5698.47,0
7150,2018-05-01,5000,5000,36 months,14.78,172.79,C,1 year,MORTGAGE,65003,credit_card,FL,16.04,683,49.5,2080.48,1
7151,2015-05-01,25000,25000,60 months,19.53,655.83,D,8 years,MORTGAGE,105242,credit_card,NY,21.72,705,13.89,34951.14,0
7152,2016-05-01,15000,15000,36 months,7.04,463.43,A,4 years,MORTGAGE,32992,home_improvement,IL,31.07,783,36.88,18289.23,0
7153,2016-09-01,35000,35000,60 months,28.48,1099.91,G,3 years,RENT,132942,medical,MI,33.23,800,27.25,13130.44,1
7154,2017-09-01,5000,5000,36 months,23.09,193.78,E,4 years,RENT,82563,credit_card,TX,19.54,789,59.47,5552.32,0
7155,2016-08-01,30000,30000,60 months,10.75,648.54,B,6 years,OWN,26043,major_purchase,IL,29.55,827,56.83,41841.85,0
7156,2017-09-01,20000,20000,60 months,22.66,559.91,E,4 years,RENT,33231,credit_card,PA,6.23,709,68.62,22047.65,0
7157,2018-09-01,10000,10000,36 months,12.44,334.25,C,8 years,OWN,40627,debt_consolidation,FL,22.21,749,33.91,12750.36,0
7158,2017-09-01,10000,10000,36 months,12.68,335.4,C,10+ years,RENT,43863,debt_consolidation,PA,7.19,714,51.43,4571.08,1
7159,2016-06-01,35000,35000,36 months,10.03,1129.84,B,10+ years,RENT,15000,credit_card,OH,15.52,692,67.13,44799.13,0
7160,2018-11-01,10000,10000,36 months,12.2,333.1,C,7 years,MORTGAGE,31197,credit_card,IL,43.14,740,13.89,11352.59,0
7161,2016-01-01,15000,15000,60 months,16.95,372.39,D,7 years,MORTGAGE,35165,home_improvement,NC,27.09,771,53.9,1857.87,1
7162,2016-07-01,35000,35000,60 months,11.55,770.62,B,8 years,RENT,152410,home_improvement,FL,36.87,830,17.66,44850.17,0
7163,2018-04-01,10000,10000,36 months,15.08,347.05,C,4 years,OTHER,56170,debt_consolidation,FL,39.75,745,67.16,3772.76,1
7164,2018-04-01,10000,10000,36 months,16.24,352.76,D,3 years,RENT,30369,home_improvement,OH,5.92,714,29.74,3997.25,1
7165,2017-06-01,10000,10000,60 months,18.96,259.19,D,10+ years,MORTGAGE,37679,medical,NY,30.79,766,41.19,13193.63,0
7166,2015-03-01,10000,10000,36 months,6.74,307.58,A,1 year,RENT,63262,credit_card,PA,39.82,805,67.06,13491.61,0
7167,2017-10-01,20000,20000,36 months,23.32,777.53,E,3 years,OTHER,39074,debt_consolidation,NC,17.83,773,17.6,27815.71,0
7168,2018-09-01,10000,10000,36 months,12.39,334.01,C,9 years,RENT,34502,debt_consolidation,NY,9.51,604,38.97,13525.2,0
7169,2016-03-01,5000,5000,36 months,10.39,162.25,B,1 year,MORTGAGE,35174,medical,FL,12.54,812,79.55,6492.3,0
7170,2016-02-01,20000,20000,36 months,10.44,649.48,B,10+ years,RENT,65371,debt_consolidation,PA,43.22,597,72.52,24524.56,0
7171,2018-02-01,35000,35000,36 months,13.54,1188.41,C,4 years,MORTGAGE,21396,debt_consolidation,GA,20.77,729,38.59,44074.26,0
7172,2018-10-01,15000,15000,36 months,22.98,580.49,E,10+ years,OWN,25536,debt_consolidation,MI,31.97,801,33.56,20488.2,0
7173,2017-04-01,10000,10000,36 months,10.36,324.36,B,3 years,MORTGAGE,28096,debt_consolidation,PA,10.2,805,20.48,11027.79,0
7174,2015-08-01,5000,5000,60 months,17.16,124.69,D,6 years,MORTGAGE,25274,debt_consolidation,NC,7.55,781,73.82,6122.35,0
7175,2017-09-01,20000,20000,36 months,6.83,615.99,A,< 1 year,OWN,29906,debt_consolidation,IL,14.27,833,51.27,26400.62,0
7176,2016-06-01,10000,10000,60 months,13.68,231.03,C,7 years,MORTGAGE,83961,small_business,NC,12.62,601,15.88,11126.36,0
7177,2017-12-01,20000,20000,60 months,29.74,643.88,G,1 year,MORTGAGE,91291,debt_consolidation,GA,39.25,701,26.68,9368.12,1
7178,2015-07-01,35000,35000,36 months,19.62,1293.96,D,6 years,RENT,57700,major_purchase,IL,28.1,738,5.66,38712.82,0
7179,2016-05-01,5000,5000,36 months,8.92,158.81,B,7 years,MORTGAGE,55764,credit_card,NC,10.25,669,12.16,6249.94,0
7180,2018-04-01,20000,20000,36 months,15.85,701.66,C,8 years,OWN,32794,home_improvement,NC,12.01,834,61.77,23264.74,0
7181,2016-02-01,20000,20000,60 months,11.0,434.85,B,6 years,MORTGAGE,15000,credit_card,GA,25.57,703,61.05,24503.52,0
7182,2017-09-01,20000,20000,36 months,8.6,632.28,B,9 years,MORTGAGE,53439,debt_consolidation,CA,38.44,614,71.68,24082.13,0
7183,2016-11-01,20000,20000,60 months,18.3,511.14,D,1 year,RENT,58608,debt_consolidation,NY,14.74,713,13.25,27652.73,0
7184,2017-01-01,15000,15000,36 months,18.13,543.26,D,4 years,MORTGAGE,32721,debt_consolidation,IL,42.45,818,67.13,3643.08,1
7185,2017-02-01,5000,5000,60 months,8.4,102.34,B,7 years,RENT,25702,credit_card,OH,42.91,732,22.14,6125.35,0
7186,2018-05-01,5000,5000,36 months,24.9,198.53,F,10+ years,MORTGAGE,22832,other,GA,44.42,730,12.18,6605.75,0
7187,2017-12-01,15000,15000,60 months,14.49,352.85,C,5 years,MORTGAGE,54207,debt_consolidation,IL,20.65,678,81.88,2170.0,1
7188,2016-09-01,25000,25000,60 months,9.68,527.25,B,8 years,RENT,51489,debt_consolidation,NC,27.88,658,18.19,34201.87,0
7189,2018-03-01,20000,20000,36 months,15.49,698.12,C,1 year,RENT,100381,home_improvement,FL,20.58,644,76.4,26022.95,0
7190,2017-05-01,5000,5000,36 months,14.03,170.96,C,6 years,MORTGAGE,30234,medical,TX,14.99,638,32.42,6008.01,0
7191,2017-07-01,10000,10000,60 months,15.06,238.21,C,8 years,MORTGAGE,41243,credit_card,TX,42.19,811,68.36,12279.67,0
7192,2018-11-01,20000,20000,36 months,15.52,698.41,C,8 years,RENT,49529,credit_card,TX,9.36,710,45.43,24760.51,0
7193,2017-02-01,30000,30000,60 months,12.4,673.41,C,5 years,OWN,35245,credit_card,NY,31.69,818,18.27,39420.9,0
7194,2016-04-01,25000,25000,36 months,6.35,764.52,A,10+ years,MORTGAGE,81097,debt_consolidation,NC,20.0,640,20.29,34467.76,0
7195,2017-01-01,20000,20000,60 months,20.63,536.91,E,3 years,MORTGAGE,103041,home_improvement,NC,28.5,718,50.08,23655.98,0
7196,2018-05-01,10000,10000,60 months,14.34,234.45,C,8 years,MORTGAGE,25251,debt_consolidation,CA,32.05,671,8.74,3503.01,1
7197,2017-04-01,25000,25000,36 months,6.42,765.32,A,8 years,OWN,37240,debt_consolidation,IL,31.81,784,35.1,27620.03,0
7198,2016-01-01,30000,30000,60 months,18.07,762.95,D,3 years,RENT,108524,credit_card,PA,38.69,688,63.85,14451.49,1
7199,2015-03-01,30000,30000,60 months,25.27,885.29,F,< 1 year,RENT,59509,debt_consolidation,MI,22.48,605,50.26,38784.83,0
7200,2016-01-01,20000,20000,36 months,24.97,794.88,F,6 years,MORTGAGE,52592,credit_card,IL,16.99,674,15.63,25084.47,0
7201,2018-02-01,30000,30000,36 months,10.99,982.02,B,9 years,RENT,60158,credit_card,OH,23.7,703,20.12,34418.36,0
7202,2018-02-01,25000,25000,36 months,6.67,768.16,A,< 1 year,OWN,72659,debt_consolidation,GA,21.04,832,38.51,29634.65,0
7203,2016-05-01,20000,20000,60 months,12.71,452.1,C,6 years,OWN,61913,debt_consolidation,OH,31.42,677,34.9,27271.58,0
7204,2017-02-01,35000,35000,60 months,5.17,663.22,A,7 years,OWN,55723,other,OH,14.42,801,39.52,40672.44,0
7205,2017-11-01,10000,10000,60 months,25.38,295.75,F,6 years,MORTGAGE,49303,major_purchase,GA,32.43,723,40.46,11506.3,0
7206,2017-07-01,20000,20000,36 months,6.67,614.53,A,10+ years,RENT,110076,credit_card,IL,22.71,639,51.69,26833.79,0
7207,2017-10-01,5000,5000,36 months,9.29,159.67,B,2 years,OWN,41782,medical,CA,41.42,780,59.79,6143.35,0
7208,2016-08-01,15000,15000,36 months,10.17,485.21,B,5 years,MORTGAGE,49057,credit_card,MI,14.56,713,45.4,20647.43,0
7209,2017-09-01,25000,25000,36 months,9.53,801.17,B,2 years,MORTGAGE,124392,debt_consolidation,NC,42.53,652,20.04,28944.48,0
7210,2017-10-01,10000,10000,36 months,17.51,359.07,D,8 years,MORTGAGE,59601,credit_card,CA,24.49,678,17.0,13536.69,0
7211,2016-08-01,25000,25000,60 months,12.74,565.5,C,10+ years,OTHER,47100,debt_consolidation,GA,8.7,613,30.84,33582.3,0
7212,2018-08-01,25000,25000,60 months,5.47,477.18,A,9 years,MORTGAGE,71571,credit_card,TX,28.93,651,15.48,31971.74,0
7213,2018-03-01,20000,20000,36 months,10.06,645.91,B,10+ years,MORTGAGE,56183,credit_card,OH,28.21,729,27.04,4060.84,1
7214,2015-07-01,30000,30000,36 months,14.31,1029.85,C,< 1 year,MORTGAGE,31461,credit_card,PA,8.1,680,11.3,14856.55,1
7215,2016-10-01,15000,15000,60 months,6.62,294.34,A,< 1 year,RENT,56786,credit_card,GA,37.99,772,12.18,20220.91,0
7216,2017-07-01,10000,10000,36 months,15.4,348.62,C,8 years,OWN,30174,other,FL,8.53,841,21.75,3062.72,1
7217,2018-05-01,20000,20000,36 months,14.76,690.96,C,10+ years,MORTGAGE,146688,credit_card,OH,6.17,743,37.6,23618.17,0
7218,2018-04-01,30000,30000,36 months,19.53,1107.74,D,1 year,MORTGAGE,56571,home_improvement,OH,27.92,670,21.97,11707.44,1
7219,2015-11-01,20000,20000,60 months,24.37,579.66,F,2 years,OWN,27919,debt_consolidation,NC,9.77,831,24.71,22868.59,0
7220,2018-01-01,30000,30000,60 months,24.38,869.67,F,10+ years,RENT,38732,debt_consolidation,GA,32.7,718,33.25,35285.71,0
7221,2016-02-01,25000,25000,36 months,26.07,1008.2,F,< 1 year,RENT,77323,other,FL,27.37,748,33.07,28970.01,0
7222,2016-05-01,5000,5000,60 months,10.94,108.56,B,< 1 year,MORTGAGE,25471,debt_consolidation,NY,12.21,682,31.54,6739.36,0
7223,2018-01-01,5000,5000,36 months,6.97,154.32,A,5 years,OWN,250766,other,NC,31.76,626,64.27,2286.73,1
7224,2015-11-01,20000,20000,36 months,9.29,638.7,B,2 years,RENT,20472,other,NY,25.43,843,48.91,23243.82,0
7225,2015-06-01,25000,25000,36 months,20.81,939.44,E,< 1 year,OWN,85424,medical,TX,7.56,664,39.85,27938.37,0
7226,2017-03-01,15000,15000,36 months,31.95,652.9,G,2 years,OWN,36608,credit_card,IL,25.1,763,50.73,5761.14,1
7227,2016-10-01,30000,30000,36 months,21.33,1135.34,E,9 years,OWN,30172,major_purchase,CA,21.55,792,55.8,35243.93,0
7228,2015-10-01,10000,10000,60 months,6.05,193.56,A,4 years,RENT,67686,credit_card,TX,14.73,681,41.28,12247.69,0
7229,2016-06-01,15000,15000,36 months,24.99,596.32,F,6 years,MORTGAGE,37332,credit_card,NY,22.5,700,43.31,17032.9,0
7230,2017-08-01,10000,10000,36 months,10.21,323.66,B,9 years,MORTGAGE,127380,credit_card,TX,29.39,759,11.52,11915.61,0
7231,2017-01-01,15000,15000,60 months,5.53,286.73,A,7 years,MORTGAGE,21146,debt_consolidation,TX,10.61,845,17.2,18725.41,0
7232,2017-07-01,15000,15000,60 months,10.17,319.96,B,9 years,RENT,68690,debt_consolidation,PA,7.04,839,51.37,20518.82,0
7233,2018-07-01,15000,15000,60 months,7.86,303.14,A,1 year,MORTGAGE,41558,other,TX,18.6,709,35.45,20020.79,0
7234,2017-09-01,10000,10000,60 months,15.17,238.79,C,9 years,MORTGAGE,58557,debt_consolidation,TX,43.68,701,88.41,3547.41,1
7235,2016-12-01,15000,15000,60 months,9.88,317.82,B,7 years,RENT,66733,credit_card,PA,40.84,649,31.12,18961.54,0
7236,2015-03-01,20000,20000,36 months,14.15,685.01,C,9 years,RENT,17344,debt_consolidation,PA,21.8,756,55.15,27379.81,0
7237,2018-02-01,5000,5000,36 months,14.28,171.57,C,7 years,RENT,56410,debt_consolidation,FL,35.05,630,54.8,6828.06,0
7238,2017-12-01,15000,15000,36 months,21.61,569.83,E,4 years,MORTGAGE,94224,debt_consolidation,FL,6.61,698,56.66,1558.73,1
7239,2016-10-01,5000,5000,60 months,17.96,126.86,D,10+ years,MORTGAGE,64850,debt_consolidation,NY,19.47,631,21.84,6342.32,0
7240,2016-12-01,20000,20000,36 months,11.89,663.24,B,< 1 year,RENT,39290,credit_card,OH,36.22,597,11.48,23590.01,0
7241,2015-08-01,15000,15000,60 months,21.0,405.8,E,8 years,MORTGAGE,20988,credit_card,NY,6.13,755,43.27,18750.89,0
7242,2018-07-01,15000,15000,36 months,27.92,619.81,F,7 years,RENT,66487,debt_consolidation,IL,27.15,678,35.35,16728.27,0
7243,2017-05-01,25000,25000,36 months,6.78,769.42,A,9 years,MORTGAGE,151095,debt_consolidation,GA,17.21,791,53.91,29000.74,0
7244,2016-08-01,20000,20000,36 months,15.51,698.31,C,4 years,RENT,72920,credit_card,NY,23.87,760,40.47,25585.9,0
7245,2015-09-01,30000,30000,36 months,10.48,974.79,B,< 1 year,RENT,98187,credit_card,TX,20.49,594,6.0,40782.97,0
7246,2018-12-01,10000,10000,60 months,5.13,189.31,A,7 years,MORTGAGE,85803,debt_consolidation,OH,41.53,795,34.82,11660.24,0
7247,2016-12-01,15000,15000,36 months,17.94,541.83,D,5 years,OTHER,38721,other,IL,44.21,777,12.28,5229.51,1
7248,2018-05-01,10000,10000,36 months,23.35,388.92,E,4 years,MORTGAGE,51755,other,OH,28.98,792,28.11,11948.82,0
7249,2018-08-01,10000,10000,36 months,7.54,311.25,A,2 years,RENT,82546,debt_consolidation,IL,33.43,646,63.9,2495.07,1
7250,2018-04-01,20000,20000,36 months,21.63,759.99,E,< 1 year,RENT,18999,small_business,FL,39.21,793,35.83,22892.85,0
7251,2016-12-01,20000,20000,36 months,22.29,766.81,E,8 years,MORTGAGE,72478,debt_consolidation,FL,24.18,698,22.71,5688.74,1
7252,2016-07-01,15000,15000,60 months,27.01,458.12,F,4 years,MORTGAGE,104333,debt_consolidation,CA,24.33,774,55.79,19980.1,0
7253,2016-07-01,5000,5000,60 months,9.9,105.99,B,< 1 year,RENT,47533,debt_consolidation,GA,40.2,768,21.51,6325.9,0
7254,2017-05-01,20000,20000,36 months,24.04,785.08,F,3 years,MORTGAGE,79890,debt_consolidation,PA,12.1,727,16.4,26965.42,0
7255,2016-05-01,15000,15000,60 months,11.64,330.94,B,< 1 year,RENT,35149,debt_consolidation,NY,29.9,643,67.05,17243.71,0
7256,2018-08-01,20000,20000,60 months,13.31,458.24,C,4 years,MORTGAGE,50158,small_business,CA,40.76,825,61.68,22863.71,0
7257,2017-10-01,15000,15000,36 months,5.5,452.94,A,5 years,RENT,41611,debt_consolidation,NY,39.73,689,58.82,18871.53,0
7258,2016-08-01,5000,5000,60 months,7.48,100.14,A,< 1 year,RENT,64594,credit_card,MI,20.49,808,13.81,5644.3,0
7259,2015-01-01,15000,15000,60 months,19.53,393.5,D,9 years,RENT,46040,medical,TX,19.56,639,70.78,2803.28,1
7260,2018-02-01,10000,10000,36 months,8.89,317.49,B,4 years,MORTGAGE,17931,major_purchase,OH,16.85,734,17.87,13538.43,0
7261,2017-07-01,10000,10000,60 months,9.01,207.63,B,5 years,MORTGAGE,31860,debt_consolidation,TX,21.04,730,17.79,12944.11,0
7262,2018-11-01,20000,20000,36 months,7.23,619.65,A,9 years,MORTGAGE,157236,other,PA,8.72,631,43.23,23431.44,0
7263,2016-01-01,20000,20000,60 months,17.86,506.35,D,10+ years,RENT,68907,debt_consolidation,CA,35.09,744,55.2,9151.67,1
7264,2017-06-01,35000,35000,60 months,7.91,708.17,A,5 years,RENT,15000,debt_consolidation,OH,27.71,612,34.25,39319.72,0
7265,2018-03-01,20000,20000,36 months,21.12,754.73,E,8 years,RENT,101183,debt_consolidation,MI,16.13,755,47.49,6115.59,1
7266,2018-05-01,10000,10000,36 months,6.44,306.22,A,3 years,OWN,24546,home_improvement,IL,13.8,600,21.96,13495.1,0
7267,2018-02-01,15000,15000,60 months,7.07,297.51,A,4 years,RENT,83786,credit_card,IL,18.35,751,20.42,17711.14,0
7268,2018-01-01,20000,20000,36 months,9.16,637.49,B,1 year,OWN,106440,debt_consolidation,PA,17.61,644,51.14,24080.87,0
7269,2018-08-01,15000,15000,36 months,14.57,516.83,C,8 years,RENT,52104,home_improvement,OH,29.98,736,24.36,19114.33,0
7270,2017-08-01,20000,20000,60 months,9.1,416.14,B,3 years,MORTGAGE,26953,major_purchase,TX,39.29,649,75.31,24453.99,0
7271,2018-09-01,25000,25000,36 months,11.64,826.07,B,3 years,MORTGAGE,31917,debt_consolidation,TX,20.55,655,58.38,32654.34,0
7272,2018-05-01,20000,20000,36 months,30.03,849.36,G,2 years,MORTGAGE,71507,credit_card,FL,32.94,830,2.42,6221.5,1
7273,2016-03-01,10000,10000,36 months,14.04,341.97,C,4 years,RENT,24802,credit_card,NC,43.22,799,39.79,2909.58,1
7274,2015-09-01,10000,10000,60 months,7.43,200.05,A,6 years,MORTGAGE,34574,credit_card,CA,42.66,718,28.67,11117.48,0
7275,2015-03-01,35000,35000,36 months,9.83,1126.56,B,8 years,RENT,66685,home_improvement,PA,12.97,711,46.0,45337.32,0
7276,2015-05-01,10000,10000,60 months,21.78,274.94,E,4 years,RENT,33166,debt_consolidation,OH,42.24,630,31.7,11143.45,0
7277,2016-12-01,25000,25000,60 months,11.78,553.34,B,< 1 year,RENT,114974,home_improvement,NC,16.2,840,29.26,27744.46,0
7278,2016-12-01,5000,5000,60 months,6.53,97.9,A,8 years,MORTGAGE,26295,credit_card,NY,44.0,820,55.16,6101.8,0
7279,2018-05-01,35000,35000,36 months,18.55,1275.01,D,< 1 year,OWN,15000,credit_card,NY,25.33,683,45.78,11792.59,1
7280,2018-04-01,10000,10000,36 months,14.8,345.67,C,7 years,RENT,30732,small_business,CA,23.83,694,4.19,12898.76,0
7281,2017-04-01,35000,35000,36 months,14.39,1202.86,C,6 years,RENT,59046,debt_consolidation,MI,24.87,678,67.91,44771.15,0
7282,2017-07-01,5000,5000,36 months,5.13,150.15,A,9 years,MORTGAGE,82289,major_purchase,IL,17.82,833,33.73,5851.65,0
7283,2016-12-01,20000,20000,60 months,5.63,383.22,A,4 years,MORTGAGE,38367,credit_card,PA,17.15,612,40.97,24748.97,0
7284,2015-06-01,10000,10000,60 months,12.26,223.76,C,4 years,RENT,41508,debt_consolidation,PA,20.74,805,43.53,11867.18,0
7285,2017-12-01,20000,20000,36 months,8.95,635.53,B,10+ years,RENT,48120,small_business,PA,27.98,610,61.14,24741.71,0
7286,2017-11-01,30000,30000,36 months,12.71,1006.63,C,6 years,OWN,139406,debt_consolidation,IL,41.23,831,72.23,38564.9,0
7287,2016-02-01,10000,10000,60 months,14.01,232.73,C,9 years,MORTGAGE,61528,credit_card,NC,24.51,692,62.9,13775.21,0
7288,2017-03-01,15000,15000,36 months,10.05,484.36,B,< 1 year,RENT,36473,other,GA,14.77,741,44.39,18889.69,0
7289,2016-10-01,5000,5000,36 months,26.75,203.46,F,< 1 year,RENT,167889,credit_card,NY,5.08,715,80.75,2812.63,1
7290,2017-12-01,20000,20000,60 months,22.38,556.71,E,9 years,OWN,49351,debt_consolidation,PA,21.77,766,59.35,11244.4,1
7291,2016-06-01,20000,20000,60 months,18.37,511.9,D,8 years,MORTGAGE,15000,small_business,NY,17.61,686,78.6,5544.48,1
7292,2017-02-01,20000,20000,36 months,6.68,614.62,A,8 years,MORTGAGE,21330,home_improvement,FL,20.06,688,49.25,23284.51,0
7293,2016-09-01,30000,30000,60 months,7.95,607.57,A,6 years,MORTGAGE,68524,debt_consolidation,FL,25.72,675,40.76,40123.58,0
7294,2015-10-01,5000,5000,60 months,12.09,111.45,C,6 years,RENT,16876,other,GA,19.75,629,34.32,741.0,1
7295,2015-12-01,15000,15000,36 months,5.71,454.36,A,8 years,OTHER,66093,debt_consolidation,TX,7.22,835,74.26,18615.93,0
7296,2015-04-01,10000,10000,36 months,31.5,432.77,G,7 years,MORTGAGE,30700,debt_consolidation,PA,20.76,783,24.44,13794.24,0
7297,2017-02-01,10000,10000,36 months,6.59,306.9,A,6 years,RENT,99372,home_improvement,NY,6.37,706,41.47,12429.96,0
7298,2018-03-01,10000,10000,60 months,13.19,228.5,C,1 year,OWN,54203,small_business,NC,12.49,798,50.94,11613.95,0
7299,2016-08-01,30000,30000,60 months,8.51,615.64,B,7 years,RENT,18357,home_improvement,PA,42.12,807,13.2,35349.43,0
7300,2015-10-01,10000,10000,36 months,13.24,338.1,C,1 year,MORTGAGE,84840,debt_consolidation,CA,32.86,750,7.5,12970.3,0
7301,2017-07-01,5000,5000,36 months,5.42,150.8,A,7 years,OTHER,111096,home_improvement,NY,34.23,754,53.51,5803.27,0
7302,2018-02-01,15000,15000,36 months,8.85,475.95,B,9 years,RENT,22785,credit_card,FL,27.13,740,27.3,17241.52,0
7303,2017-12-01,10000,10000,60 months,8.87,206.95,B,2 years,MORTGAGE,30282,major_purchase,CA,18.66,661,38.4,11286.18,0
7304,2016-10-01,10000,10000,36 months,21.71,380.41,E,10+ years,RENT,66265,credit_card,TX,23.14,782,69.26,4550.51,1
7305,2015-04-01,15000,15000,60 months,5.06,283.48,A,2 years,MORTGAGE,73793,debt_consolidation,NC,21.12,817,41.94,18098.16,0
7306,2017-01-01,25000,25000,60 months,25.8,745.55,F,6 years,OTHER,201178,major_purchase,NY,20.68,760,21.93,11721.96,1
7307,2016-10-01,25000,25000,36 months,23.15,969.7,E,7 years,RENT,83662,debt_consolidation,PA,17.33,737,29.53,30547.84,0
7308,2015-06-01,15000,15000,36 months,11.09,491.72,B,9 years,RENT,206999,credit_card,OH,36.66,691,38.11,7032.01,1
7309,2017-12-01,25000,25000,60 months,16.73,617.69,D,5 years,RENT,49595,debt_consolidation,PA,21.92,621,54.07,5563.39,1
7310,2015-06-01,10000,10000,36 months,6.2,305.13,A,9 years,MORTGAGE,61708,credit_card,OH,7.08,620,26.17,11791.51,0
7311,2016-06-01,10000,10000,36 months,30.0,424.52,G,7 years,RENT,34860,debt_consolidation,IL,44.53,646,29.69,4058.8,1
7312,2018-10-01,10000,10000,36 months,13.52,339.45,C,3 years,RENT,35826,debt_consolidation,FL,30.13,761,5.35,11252.66,0
7313,2018-04-01,30000,30000,60 months,11.2,655.27,B,3 years,RENT,53544,small_business,CA,26.14,730,17.14,39048.82,0
7314,2018-11-01,25000,25000,60 months,8.69,515.21,B,7 years,OWN,34561,credit_card,MI,40.46,592,24.56,29742.21,0
7315,2018-12-01,25000,25000,36 months,7.78,780.87,A,6 years,RENT,15000,home_improvement,PA,40.84,800,46.38,33425.51,0
7316,2016-03-01,20000,20000,36 months,28.06,827.92,G,< 1 year,MORTGAGE,32856,debt_consolidation,IL,38.7,603,27.2,26039.66,0
7317,2017-09-01,5000,5000,60 months,7.93,101.21,A,5 years,MORTGAGE,93528,credit_card,OH,39.67,584,45.0,5911.7,0
7318,2016-03-01,10000,10000,60 months,19.79,263.77,D,8 years,RENT,51209,credit_card,TX,5.18,754,43.31,13210.29,0
